text,label,clean_text,finbert_label
Ricardo Signs Multi-year Deal to Develop Hybrid-electric Aerospace Technology With Pratt &amp; Whitney Canada  https://t.co/Koucwgxdw2  https://t.co/aBFeuNn1s9,2,ricardo signs multiyear deal to develop hybridelectric aerospace technology with pratt amp whitney canada    ,0
Amazon says no return items are sent to landfills. How is that possible? Watch the video to learn how Amazon and other companies are part of a growing corporate movement toward “zero landfills.”  https://t.co/z5IS4WGprI  https://t.co/Dh9tgKzF6q,2,amazon says no return items are sent to landfills how is that possible watch the video to learn how amazon and other companies are part of a growing corporate movement toward zero landfills    ,0
"Analysis firms IDC and Gartner both track double-digit percentage decline in PC shipments, but differ widely on Apple's performance.   https://t.co/12FrryhpoT",2,analysis firms idc and gartner both track doubledigit percentage decline in pc shipments but differ widely on apples performance   ,2
Learn more about Michael S. Barr:  https://t.co/AZsNWhkuJG,9,learn more about michael s barr  ,0
From Breakingviews - Buy-now deal collapse could mean selling later  https://t.co/FiecbMkpen,9,from breakingviews  buynow deal collapse could mean selling later  ,0
"European wind generation is forecast to increase, providing some relief to soaring power prices amid a scorching heat wave sweeping across Europe  https://t.co/fURtNeiTvg",14,european wind generation is forecast to increase providing some relief to soaring power prices amid a scorching heat wave sweeping across europe  ,1
"""Despite the improved security situation since 15 August, the people of Afghanistan, in particular women and girls, are deprived of the full enjoyment of their human rights,"" say the UN's Markus Potzel  https://t.co/rzkFhm7a6L",9,despite the improved security situation since 15 august the people of afghanistan in particular women and girls are deprived of the full enjoyment of their human rights say the uns markus potzel  ,2
$VMI - Valmont Q2 2022 Earnings Preview  https://t.co/wsy8Ds7hwJ,5,vmi  valmont q2 2022 earnings preview  ,0
Tory candidates united on tough stance towards public sector pay  https://t.co/B0lBg2ZaBU,16,tory candidates united on tough stance towards public sector pay  ,2
"South Korean prosecutors are stepping up their investigation into Terraform Labs, whose stablecoin TerraUSD collapsed in May, setting off a rout in cryptocurrency markets  https://t.co/gGMCd4jSNk",12,south korean prosecutors are stepping up their investigation into terraform labs whose stablecoin terrausd collapsed in may setting off a rout in cryptocurrency markets  ,0
Former Gap CEO: I can't remember seeing this much discounting in retail  https://t.co/QaOOAke44y by @BrianSozzi  https://t.co/2khy9E4z8u,2,former gap ceo i cant remember seeing this much discounting in retail   by briansozzi  ,0
"Meta is testing letting users make multiple profiles with their Facebook accounts.  It's the company’s latest attempt to encourage posting and sharing on its social network, but won't change how they calculate user totals  https://t.co/iBMeG6mAM1  https://t.co/AfNB2QDRtr",2,meta is testing letting users make multiple profiles with their facebook accounts  its the companys latest attempt to encourage posting and sharing on its social network but wont change how they calculate user totals    ,0
"EU cuts euro zone growth forecasts, revises up inflation outlook - Reuters   https://t.co/b1BxBYVbft",14,eu cuts euro zone growth forecasts revises up inflation outlook  reuters   ,0
At-Bay Welcomes Scott Carmilani and David Lockton to Board of Directors  https://t.co/tT4s7Uvrqd  https://t.co/greel3eDVG,17,atbay welcomes scott carmilani and david lockton to board of directors    ,0
"Southeastern Grocers Donates $140,000 to Feeding America® Network Food Banks  https://t.co/YIyjY64j6A  https://t.co/xhIMD8BIjx",2,southeastern grocers donates 140000 to feeding america network food banks    ,0
$SIGA provided a decent set-up and entry and did exactly what you want a swing to do; move immediately.   Entries matter!   22% move in a couple of days.  https://t.co/bPrrcPl8WA,18,siga provided a decent setup and entry and did exactly what you want a swing to do move immediately   entries matter   22 move in a couple of days  ,0
$XLE strong off the open (position),18,xle strong off the open position,1
$OCCI - OFS Credit estimated net asset value slips in June  https://t.co/h4Mh6tJmFZ,14,occi  ofs credit estimated net asset value slips in june  ,0
UKRAINE'S ZELENSKIY SAYS HE SPOKE TO TURKEY'S ERDOGAN ABOUT NEED TO UNBLOCK UKRAINIAN PORTS AND RESUME GRAIN EXPORTS,14,ukraines zelenskiy says he spoke to turkeys erdogan about need to unblock ukrainian ports and resume grain exports,0
Ships get older and slower as emissions rules bite  https://t.co/WMkCecr1S4  https://t.co/WaAhJZUe5H,9,ships get older and slower as emissions rules bite    ,2
QuSecure’s Industry-Leading Post-Quantum Cybersecurity Solution Wins Army’s xTechSearch 6 Competition for Innovative Technology  https://t.co/LJVwgHoZEs  https://t.co/FqSnqmdMyX,2,qusecures industryleading postquantum cybersecurity solution wins armys xtechsearch 6 competition for innovative technology    ,2
Possible reversals in $MSFT $META $AMZN $NFLX 🚨🔥,18,possible reversals in msft meta amzn nflx ,2
@demondaytrader exactly my point,9,demondaytrader exactly my point,0
"MBS's futuristic desert megaproject is supposed to have a ski resort, swim lanes for commuters, and ""smart"" everything.  Even with a $500 billion budget, Neom's builders say it’s sliding into science fiction.  Read The Big Take ⬇️  https://t.co/xm6ZwpTRpP via @BW",9,mbss futuristic desert megaproject is supposed to have a ski resort swim lanes for commuters and smart everything  even with a 500 billion budget neoms builders say its sliding into science fiction  read the big take    via bw,0
"Sell Figs ahead of possible U.S. recession, Goldman Sachs says  https://t.co/w97BtVCrZk",0,sell figs ahead of possible us recession goldman sachs says  ,0
"Pact Group Unlocks Operational Efficiencies with SnapLogic’s Self-Service, No-Code Integration and Automation Flows  https://t.co/07krCm61F1  https://t.co/c3vsQnIaPS",2,pact group unlocks operational efficiencies with snaplogics selfservice nocode integration and automation flows    ,1
This week was always going to be tricky for Christine Lagarde at the ECB — and it just got harder  https://t.co/s4uIlwIeg7,1,this week was always going to be tricky for christine lagarde at the ecb  and it just got harder  ,2
Green Dot to Announce Second Quarter 2022 Results on August 4th  https://t.co/Vvuys6wXah  https://t.co/ylBBjHBF60,5,green dot to announce second quarter 2022 results on august 4th    ,0
USD/ZAR inverted vs Copper helps explain the recent weakness in the ZAR. Chart clearly shows supply and demand for commodities major influence on movements in ZAR. Notice sharp fall in Copper mirrors sharp fall in ZAR recently  https://t.co/PS4VMQRh1d,8,usdzar inverted vs copper helps explain the recent weakness in the zar chart clearly shows supply and demand for commodities major influence on movements in zar notice sharp fall in copper mirrors sharp fall in zar recently  ,0
Top Earnings Fri 7/15 Aft: Nada . Top Earnings Mon 7/18 Pre: $BAC $SCHW $GS $GNTY $PLD $SYF,5,top earnings fri 715 aft nada  top earnings mon 718 pre bac schw gs gnty pld syf,0
AVANGRID Shareholders Approve All Proposals at 2022 Annual Meeting  https://t.co/YoX2jawHrq  https://t.co/5zKAwqau9T,2,avangrid shareholders approve all proposals at 2022 annual meeting    ,0
$AXS $AXS.PE - AXIS Capital: Quality Reinsurance Play At A Reasonable Price.  https://t.co/OOkZJIJUue #stockmarket #finance #trading,18,axs axspe  axis capital quality reinsurance play at a reasonable price   stockmarket finance trading,0
$WAB $NCNO $IPAR $SRTS $ABST,18,wab ncno ipar srts abst,0
"8) Capital vs. labor  Starting spring of 2007, US unemployment rate started to creep up, and few months later the S&amp;P 500 hit its pre-GFC peak. This time, the roles are reversed. Stocks have been in a slump, while unemployment rate refuses to budge higher  https://t.co/QvY9w1vPe4  https://t.co/VoNvK6ty1a",9,8 capital vs labor  starting spring of 2007 us unemployment rate started to creep up and few months later the sampp 500 hit its pregfc peak this time the roles are reversed stocks have been in a slump while unemployment rate refuses to budge higher    ,2
Eurozone Consumer Confidence Jul P: -27.0 (est -24.9; prev -23.6),14,eurozone consumer confidence jul p 270 est 249 prev 236,0
BOJ:BOARD'S CORE-CORE CPI MEDIAN FORECAST FOR FISCAL 2024 AT +1.5% VS +1.5% IN APRIL,1,bojboards corecore cpi median forecast for fiscal 2024 at 15 vs 15 in april,0
$SDHY - PGIM Short Duration High Yield Opportunities Fund goes ex-dividend tomorrow  https://t.co/OCKsbysww2,4,sdhy  pgim short duration high yield opportunities fund goes exdividend tomorrow  ,0
"For the first time since 1952, grocery prices have risen by 1% or more for six straight months.  Here are the items whose prices have increased the most amid the 41-year-high, 9.1% annualized inflation rate.   https://t.co/Ght2vzS07G",14,for the first time since 1952 grocery prices have risen by 1 or more for six straight months  here are the items whose prices have increased the most amid the 41yearhigh 91 annualized inflation rate   ,0
Fed's Mester: We Don't Have To Make Rate Decision Today - BBG TV,1,feds mester we dont have to make rate decision today  bbg tv,0
Analyst call of the day for @CNBCPro subscribers: Citi added a positive catalyst watch to Delta and said it sees “upside risk.”  Subscribe to see the analyst calls of the day curated by CNBC Pro.  https://t.co/eAYz0ec9dO,0,analyst call of the day for cnbcpro subscribers citi added a positive catalyst watch to delta and said it sees upside risk  subscribe to see the analyst calls of the day curated by cnbc pro  ,1
$GAXY - Galaxy Next Generation contract with Colorado school district renewed  https://t.co/TJaxbZKx8a,2,gaxy  galaxy next generation contract with colorado school district renewed  ,0
"From trans rights to taxes, the battle to replace Boris Johnson has turned political friends into foes  https://t.co/EjjbKXsJgZ",16,from trans rights to taxes the battle to replace boris johnson has turned political friends into foes  ,0
"$GATX - GATX Non-GAAP EPS of $1.07 misses by $0.04, revenue of $312.7M misses by $11M, raises FY22 earning guidance  https://t.co/lzjBzLYONv",7,gatx  gatx nongaap eps of 107 misses by 004 revenue of 3127m misses by 11m raises fy22 earning guidance  ,2
"China’s banking regulator vowed to ensure developers complete construction for pre-sold homes, an attempt to alleviate homebuyer concern as more people threaten to boycott mortgage payments  https://t.co/ow8LgdbDVN",14,chinas banking regulator vowed to ensure developers complete construction for presold homes an attempt to alleviate homebuyer concern as more people threaten to boycott mortgage payments  ,0
A social media-driven trading frenzy turned $AMC into a “meme stock” phenomenon. It eventually enabled the company to raise a war chest of $1.8 billion for investments.  What’s next as much of AMC’s meme-stock luster has worn off since the heady days?    https://t.co/5D9BZg6dl4,18,a social mediadriven trading frenzy turned amc into a meme stock phenomenon it eventually enabled the company to raise a war chest of 18 billion for investments  whats next as much of amcs memestock luster has worn off since the heady days    ,1
#OOTT | US Treasury Sec Yellen: No Decision Yet On Russia Oil Price-Cap Level   - Lack Of Price Plan Would Be Worse For Russia,6,oott  us treasury sec yellen no decision yet on russia oil pricecap level    lack of price plan would be worse for russia,2
The devil will be in the detail when ECB President Christine Lagarde presents a new market-calming measure to investors (via @jrandow)  https://t.co/utRoVycgtV,1,the devil will be in the detail when ecb president christine lagarde presents a new marketcalming measure to investors via jrandow  ,0
